,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
409,Data Scientist,Easy Apply,"Anika Systems is looking for a passionate and talented Data Scientist to join our expanding Federal team. We are a fast-growing woman-owned small business providing innovative IT solutions for federal government agencies. This opportunity will be 100% remote.
Responsibilities:

Involved in the analysis of unstructured and semi-structured data, including latent semantic indexing (LSI), entity identification and tagging, complex event processing (CEP), and the application of analysis algorithms on distributed, clustered, and cloud-based high-performance infrastructures.

Exercises creativity in applying non-traditional approaches to large-scale analysis of unstructured data in support of high-value use cases visualized through multi-dimensional interfaces. Handle processing and index requests against high-volume collections of data and high-velocity data streams.",4.5,"Anika Systems
4.5",Remote,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
410,Junior Data Scientist,$80T - $90T (Employer Est.),"As a Junior Data Scientist, you will help support the Senior Data Scientist in analysis and research, and machine learning modeling that is underpinning new and current products. Additionally, the Junior Data Scientist will support the Data Engineer in building new data pipelines including new ETL functions.
Essential Duties/Responsibilities

Data Analysis
Data Research
Partner with Sr. Data Scientist to build pipelines for new functions
Resolve issues
Troubleshooting",3.5,"SoundThinking, Inc.
3.5","Fremont, CA",201 to 500 Employees,1996,Company - Public,Software Development,Information Technology,$25 to $50 million (USD)
411,Lead Data Scientist,Easy Apply,"Senior/Lead Data Scientist
FinchAI is a fast-growing, fast-paced software development organization; our mission is to build new ways of interacting with information. We do that by leveraging game-changing intellectual property and a staff that is second to none. Together, we build and support products that address complex, real-time data and analytics needs in the enterprise.
Responsibilities:
Design, develop and evaluate machine learning models suitable for text analytics tasks such as extraction, disambiguation and classification
Contribute to the design of solutions that fit the business problem, may include custom algorithm development
Develop new features for existing products, implement proof of concept and prototypes
Work closely with product development teams and product stakeholders following an Agile product development methodology",3.3,"Finch Computing
3.3",Remote,1 to 50 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
412,Data Scientist - Data Science and Engineering - US Remote,$1L - $2L (Glassdoor Est.),"HOW MIGHT YOU DEFY IMAGINATION?
You’ve worked hard to become the professional you are today and are now ready to take the next step in your career. How will you put your skills, experience and passion to work toward your goals? At Amgen, our shared mission—to serve patients—drives all that we do. It is key to our becoming one of the world’s leading biotechnology companies, reaching over 10 million patients worldwide. Come do your best work alongside other innovative, driven professionals in this meaningful role.
Data Scientist
Live
What you will do
Let’s do this. Let’s change the world. In this vital role you will contribute to this mission by initiating Artificial Intelligence use cases, delivering solutions with measurable impact, catalyzing the adoption of solutions, and generally helping de-risk AI innovation across the company.
Work closely and multi-functionally with an overt sense of ownership.

Join Us

If you're seeking a career where you can truly make a difference in the lives of others, a career where you can work at the absolute forefront of biotechnology with the top minds in the field, you'll find it at Amgen.

Amgen, a biotechnology pioneer, discovers, develops and delivers innovative human therapeutics. Our medicines have helped millions of patients in the fight against cancers, kidney disease, rheumatoid arthritis and other serious illnesses.

As an organization dedicated to improving the quality of life for people around the world, Amgen fosters an inclusive environment of diverse, ethical, committed and highly accomplished people who respect each other but compete intensely to win. Together, we live the Amgen values as we continue advancing science to serve patients.

Amgen is an Equal Opportunity employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.",4.1,"Amgen
4.1","Los Angeles, CA",10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
413,Data Scientist - Hybrid,$75T - $1L (Glassdoor Est.),"Company Description

At Spear, our mission is to help dentists and their teams pursue and achieve “Great Dentistry.” Spear drives dental practice growth by advancing our clients clinical skills, improving their practice management capabilities and enhancing the patient experience by leveraging both our deep dental expertise and our technology forward solutions. We offer holistic solutions that include a full learning management system, a practice consulting service supported by a robust analytics platform and industry experts, and patient engagement tools that complement the normal workflows within a dental practice. In addition, we deliver live, collaborative education led by the brightest clinical and business minds in dentistry through virtual seminars and events, as well as through hands on learning opportunities at our state-of-the-art campus in scenic North Scottsdale. Discover how you can join our diverse and talented team and make an impact at one of the most dynamic companies in Arizona.",3.9,"Spear Education
3.9","Scottsdale, AZ",201 to 500 Employees,2008,Company - Private,Education Support & Training Services,Education,Unknown / Non-Applicable
414,Data Analyst,$76T - $1L (Glassdoor Est.),"What to Expect
Vehicle Design for Reliability Engineering is looking for an exceptional Data Analyst with experience in physical engineering disciplines (mechanical, electrical, materials) to tackle projects in modeling the reliability of new products and technologies in the real-world. As a successful candidate, you will leverage your experience in big data analytics to wrangle test and field data. You will create data pipelines and build interactive visualizations to support cross-functional teams and drive key decisions related to Tesla’s vehicle products.
What You’ll Do
Access and rapidly execute analyses of large datasets through developing customized code and scripting in Python or other programming languages.
Own the construction and management of data workflows and aggregations to support reporting on live data connections.
What You’ll Bring",3.6,"Tesla
3.6","Fremont, CA",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD)
415,"Manager, CRM Data Science Analytics",$2L (Employer Est.),"Job ID: 225743
Location Name: FSC REMOTE SF/NY/DC -173(USA_0173)
Address: FSC, Remote, CA 94105, United States (US)
Job Type: Full Time
Position Type: Regular
Job Function: Information Technology
Remote Eligible:Yes

Company Overview:
At Sephora we inspire our customers, empower our teams, and help them become the best versions of themselves. We create an environment where people are valued, and differences are celebrated. Every day, our teams across the world bring to life our purpose: to expand the way the world sees beauty by empowering the Extra Ordinary in each of us. We are united by a common goal - to .",3.6,"Sephora
3.6","San Francisco, CA",10000+ Employees,1969,Company - Private,Beauty & Personal Accessories Stores,Retail & Wholesale,$2 to $5 billion (USD)
416,Data Science Admissions Specialist (Part-time),$18.00 Per hour (Employer Est.),"What is Pathrise?
Pathrise (YC W18) connects job seekers across North America to world class industry mentorship and career coaching to help them land a new career. The program is free upfront and our customers pay us back when they’re hired.

Built around aligned incentives, we help build equity in the job search process by providing 1-on-1 mentorship, training, and a platform to uplift job seekers and ultimately, help them fulfill their hopes, ambitions, and livelihoods. We’ve already helped more than a thousand fellows land meaningful jobs, and helped them earn over $100M in salary.

In 2022 we raised our Series B and there is even more exciting growth on the horizon. That year we expanded from 6 to 14 industries, launched a tiered pricing system with differentiated product offerings, and much more.

Our Mission",4.7,"Pathrise
4.7",Remote,51 to 200 Employees,2017,Company - Private,Education Support & Training Services,Education,$1 to $5 million (USD)
417,"Associate Engineer, Data Science",Easy Apply,"Company Description

We're Nagarro.

We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences that inspire, excite, and delight. We work at scale — across all devices and digital mediums, and our people exist everywhere in the world (18,000+ experts across 33 countries, to be exact). Our work culture is dynamic and non-hierarchical. We're looking for great new colleagues. That's where you come in!

Job Description

You have begun to prove your worth in our industry! How has the experience been so far? We hope it has been rewarding. At Nagarro, we want to take the word “hope” out of that sentence. At Nagarro, if you are ready to take the next step, we are ready to take you to the next level. Want to work with the coolest tech, the brightest minds, and be able to solve the most challenging problems, then look no further.

Additional Information

Click here to access the application privacy notice",4.2,"Nagarro
4.2",Remote,10000+ Employees,1996,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD)
418,Senior Data Scientist I - Molecular Data Science,$1L - $2L (Employer Est.),"About the Department
The Protein Engineering department is part of Novo Nordisk’s Computational Drug Design (CDD) area where we apply and develop state-of-the-art capabilities in structure-based modelling and AI/ML approaches for drug design. Scientists within CDD collaborate seamlessly with teams across the globe to invent better molecules faster. With an unbiased approach to drug modalities, in-house access to the newest screening techniques, and world-class experimentation, we have a wealth of opportunities to impact our pipeline and ultimately save and improve patient lives. We work in multidisciplinary, highly collaborative discovery teams both locally and across Novo Nordisk’s global network to invent novel medicines by applying advanced computational techniques and developing innovative computational methods. We also engage in external collaborations to ensure access to cutting edge research and technology.
The Protein Engineering team is focusing on the design of biopharmaceutical proteins such as protein minibinder and protein replacement therapies, using Molecular Modelling and Machine Learning approaches. We collaborate closely with our experimental colleagues in early research to improve and accelerate the design of new drug candidates. With a team of scientists located in Denmark, United States and potentially also United Kingdom, we strive to deliver the latest advancements in protein therapeutics to benefit patient health and global medicine.",4.3,"Novo Nordisk
4.3","Lexington, MA",10000+ Employees,1923,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
419,"Junior Software Engineer, Data Science",$1L - $2L (Glassdoor Est.),"LockerDome is an ad platform with a brain, designed specifically for performance-based advertising. The brain behind the platform is Neo, an in-house AI, which uses machine learning to process billions of data points and make intelligent decisions at lightning speed. Learn more at lockerdome.com.
As a Junior Data Scientist on the Engineering & Product team, you will help design data models that enable decision making at scale.
Your skills should include:
Strong data cleaning skills
In-depth knowledge of statistics and calculus
Experience with R, MATLAB, or other statistics heavy language
Experience with TensorFlow or similar framework is a plus",3.8,"LockerDome, Inc.
3.8","Saint Louis, MO",51 to 200 Employees,2008,Company - Private,Internet & Web Services,Information Technology,$25 to $50 million (USD)
420,Data Scientist (1:2),$80T - $1L (Glassdoor Est.),"Job Description

As a Data Scientist at PRGX, you will be a contributing member of the technical team configuring and transforming complex data to solve our client’s challenges with the content published through PRGX’s subscription solution. The Data Scientist should be able to individually solve problems of high complexity while assisting/guiding other technical team members through their experience in problem resolution. They should be able to understand the business problem to be solved and should be skilled at extracting, transforming, and analyzing data using a variety of common analytical tools. The Data Scientist should be able to present findings in a compelling manner to business and non-technical audience. The position requires a team player that seeks to supplement their skills through the use of project experience, self-study, and ongoing training.

Required Qualifications:",3.7,"PRGX Global, Inc
3.7","Atlanta, GA",1001 to 5000 Employees,1996,Company - Public,Accounting & Tax,Finance,$25 to $50 million (USD)
421,Vice President Data and Analytics,$1L - $2L (Glassdoor Est.),"Hi, we’re Gravie, and we are building the health plan of the future. For the past few decades, the health insurance industry has evolved to serve the needs of employers, insurance companies, brokers, and (sometimes) doctors and hospitals. The needs of the consumer, however, have largely been left out of the equation. We’re changing that. We are rebuilding the entire health insurance stack, with the consumer as the central focus. Our goal is to create a health plan that people can love.
A Little More About Us:
We know healthcare. Our company was founded and is still led by industry veterans who have started and grown several market-leading companies in the space.
We are quickly becoming one of the fastest growing health benefits companies in the country. We have received numerous awards and accolades, including Inc. Magazine Best in Business Gold Medal award in 2021, and JMP Securities Top 50 Private Companies in Insurtech in 2022.
We have raised money from top tier investors who share the same long-term vision as we do of building an industry defining company that will endure over the long run. We are well capitalized.",3.3,"Gravie
3.3","Minneapolis, MN",201 to 500 Employees,2013,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
422,Data Engineer I (R-14521) (copy),$52T - $81T (Glassdoor Est.),"Why We Work at Dun & Bradstreet
Dun & Bradstreet unlocks the power of data through analytics, creating a better tomorrow. Each day, we are finding new ways to strengthen our award-winning culture and accelerate creativity, innovation and growth. Our 6,000+ global team members are passionate about what we do. We are dedicated to helping clients turn uncertainty into confidence, risk into opportunity and potential into prosperity. Bold and diverse thinkers are always welcome. Come join us!

The Data Engineer I will work with the senior data engineers to build and maintain applications that are responsible for the ingestion of data into the Dun and Bradstreet Contact Pipeline.

The Data Engineer I will work on analyzing performance/throughput blockers of the applications and will work with other team members to remove the bottlenecks in the applications.

The Data Engineer I will also work with creating metrics from the ingestion applications to help determine the areas that need work in terms of performance and/or throughput.",3.9,"Dun & Bradstreet
3.9","Jacksonville, FL",5001 to 10000 Employees,1841,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD)
423,Data Science Engineer,$1L (Employer Est.),"Garner's mission is to transform the healthcare economy, delivering high quality and affordable care for all. By helping employers restructure their healthcare benefit to provide clear incentives and data-driven insights, we direct employees to higher quality and lower cost healthcare providers. The result is that patients get better health outcomes while doctors are rewarded for practicing well, not performing more procedures. We are backed by top-tier venture capital firms, are growing rapidly and looking to expand our team.
We're looking for a Data Science Engineer to join our team. This individual will help us improve our proprietary algorithms that rank individual doctor quality. These algorithms are a key component of the company's product that significantly decreases healthcare costs while improving clinical outcomes. We're looking for someone with a strong track record in building and deploying complex analytics.
Garner is headquartered in NYC. This role can be hybrid or remote.
Responsibilities will include:",3.5,"Garner Health
3.5","New York, NY",51 to 200 Employees,2019,Company - Private,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable
424,Data Science Analyst,$75T - $1L (Employer Est.),"Claritas Rx is a digital health venture that brings clarity to the challenges of specialty biopharmaceutical products in the marketplace. In today’s highly complex specialty networks, our mission is to illuminate the patient experience beyond the clinical trial. Claritas Rx leverages a proprietary technology platform and deep manufacturer expertise to automate and integrate channel, commercial, and clinical data and help biopharmaceutical companies generate actionable business insights. Our work uncovers the real-world variables impacting patient access, duration of therapy, and other metrics key to commercial success, making a real impact on patient healthcare.
The Position
Claritas Rx has a nimble Silicon Valley start-up culture. We are looking to build a strong team of domain experts that can help scale a premier channel management solution.

At Claritas Rx, Data Scientists work with our Customer Success and product teams to design, build, and deploy advanced analytics models to support our product and customers’ business needs. Data Scientists also support Customer Success in analytics consulting engagements and develop custom features. Claritas Data Scientists perform a range of activities that include data analytics, model building, presentation and delivery of results. Our Data Scientists are active advisors to both our customers and our product team: they are data curious, enjoy analytical problem solving, are learning-oriented and enjoy coaching and collaborating with other team members to solve a variety of business problems. The ideal candidate for this position is a self-starter, intellectually curious, result-oriented and thrives in a fast-paced entrepreneurial environment.",4.9,"Claritas Rx Inc.
4.9","South San Francisco, CA",51 to 200 Employees,2011,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
425,"Vice President, Data Science & Machine Learning",$3L - $4L (Employer Est.),"ROLE SUMMARY:
Pfizer is looking for a senior leader of Data Science and Applied Machine Learning, leading this function across all commercial analytics verticals. Reporting to the Chief Commercial Analytics Officer, this person will be responsible for leading data science and machine learning across all of Commercial/Biopharma ensuring best in class methodologies and deliverables across the entire data journey from Descriptive to Predictive analytics.
Data based decisioning is at the heart of what we do, from optimizing go-to-market strategy and marketing to ensuring our sales teams are equipped with the most relevant and helpful information to power their discussions with providers. We are seeking an experienced senior leader to manage and grow a team of data scientists & machine learning professionals to design, develop, and field analyses and tools that have direct and measurable impact to customers and business outcomes. We are looking for someone that is passionate about building analytics practices and machine learning tools to solve complicated business problems and deliver on our strategies. You will work cross functionally with CMO team, business leaders to empower decision-making with high speed and scale, and accelerate marketing transformation. You will also partner with Digital Engineering team to drive enterprise AI strategy and industrialize ML/AI solutions.
The annual base salary for this position ranges from $254,400.00 to $424,100.00. In addition, this position offers an annual bonus with a target of 30.0% of the base salary and eligibility to participate in our share based long term incentive program. Benefits offered include a retirement savings plan, paid vacation, holiday and personal days, paid caregiver/parental and medical leave, and health benefits to include medical, prescription drug, dental and vision coverage in accordance with the terms and conditions of the applicable plans. Pfizer compensation structures and benefit packages are aligned locally, the US Salary range provided does not apply to the Tampa, FL or any EXUS locations.
Marketing and Market Research",4.1,"Pfizer
4.1","New York, NY",10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
426,Data Scientist,Easy Apply,"Anika Systems is looking for a passionate and talented Data Scientist to join our expanding Federal team. We are a fast-growing woman-owned small business providing innovative IT solutions for federal government agencies. This opportunity will be 100% remote.
Responsibilities:

Involved in the analysis of unstructured and semi-structured data, including latent semantic indexing (LSI), entity identification and tagging, complex event processing (CEP), and the application of analysis algorithms on distributed, clustered, and cloud-based high-performance infrastructures.

Exercises creativity in applying non-traditional approaches to large-scale analysis of unstructured data in support of high-value use cases visualized through multi-dimensional interfaces. Handle processing and index requests against high-volume collections of data and high-velocity data streams.",4.5,"Anika Systems
4.5",Remote,51 to 200 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
427,Junior Data Scientist,$80T - $90T (Employer Est.),"As a Junior Data Scientist, you will help support the Senior Data Scientist in analysis and research, and machine learning modeling that is underpinning new and current products. Additionally, the Junior Data Scientist will support the Data Engineer in building new data pipelines including new ETL functions.
Essential Duties/Responsibilities

Data Analysis
Data Research
Partner with Sr. Data Scientist to build pipelines for new functions
Resolve issues
Troubleshooting",3.5,"SoundThinking, Inc.
3.5","Fremont, CA",201 to 500 Employees,1996,Company - Public,Software Development,Information Technology,$25 to $50 million (USD)
428,Lead Data Scientist,Easy Apply,"Senior/Lead Data Scientist
FinchAI is a fast-growing, fast-paced software development organization; our mission is to build new ways of interacting with information. We do that by leveraging game-changing intellectual property and a staff that is second to none. Together, we build and support products that address complex, real-time data and analytics needs in the enterprise.
Responsibilities:
Design, develop and evaluate machine learning models suitable for text analytics tasks such as extraction, disambiguation and classification
Contribute to the design of solutions that fit the business problem, may include custom algorithm development
Develop new features for existing products, implement proof of concept and prototypes
Work closely with product development teams and product stakeholders following an Agile product development methodology",3.3,"Finch Computing
3.3",Remote,1 to 50 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
429,Data Scientist - Data Science and Engineering - US Remote,$1L - $2L (Glassdoor Est.),"HOW MIGHT YOU DEFY IMAGINATION?
You’ve worked hard to become the professional you are today and are now ready to take the next step in your career. How will you put your skills, experience and passion to work toward your goals? At Amgen, our shared mission—to serve patients—drives all that we do. It is key to our becoming one of the world’s leading biotechnology companies, reaching over 10 million patients worldwide. Come do your best work alongside other innovative, driven professionals in this meaningful role.
Data Scientist
Live
What you will do
Let’s do this. Let’s change the world. In this vital role you will contribute to this mission by initiating Artificial Intelligence use cases, delivering solutions with measurable impact, catalyzing the adoption of solutions, and generally helping de-risk AI innovation across the company.
Work closely and multi-functionally with an overt sense of ownership.

Join Us

If you're seeking a career where you can truly make a difference in the lives of others, a career where you can work at the absolute forefront of biotechnology with the top minds in the field, you'll find it at Amgen.

Amgen, a biotechnology pioneer, discovers, develops and delivers innovative human therapeutics. Our medicines have helped millions of patients in the fight against cancers, kidney disease, rheumatoid arthritis and other serious illnesses.

As an organization dedicated to improving the quality of life for people around the world, Amgen fosters an inclusive environment of diverse, ethical, committed and highly accomplished people who respect each other but compete intensely to win. Together, we live the Amgen values as we continue advancing science to serve patients.

Amgen is an Equal Opportunity employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.",4.1,"Amgen
4.1","Los Angeles, CA",10000+ Employees,1980,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
430,Data Scientist - Hybrid,$75T - $1L (Glassdoor Est.),"Company Description

At Spear, our mission is to help dentists and their teams pursue and achieve “Great Dentistry.” Spear drives dental practice growth by advancing our clients clinical skills, improving their practice management capabilities and enhancing the patient experience by leveraging both our deep dental expertise and our technology forward solutions. We offer holistic solutions that include a full learning management system, a practice consulting service supported by a robust analytics platform and industry experts, and patient engagement tools that complement the normal workflows within a dental practice. In addition, we deliver live, collaborative education led by the brightest clinical and business minds in dentistry through virtual seminars and events, as well as through hands on learning opportunities at our state-of-the-art campus in scenic North Scottsdale. Discover how you can join our diverse and talented team and make an impact at one of the most dynamic companies in Arizona.",3.9,"Spear Education
3.9","Scottsdale, AZ",201 to 500 Employees,2008,Company - Private,Education Support & Training Services,Education,Unknown / Non-Applicable
431,Data Analyst,$76T - $1L (Glassdoor Est.),"What to Expect
Vehicle Design for Reliability Engineering is looking for an exceptional Data Analyst with experience in physical engineering disciplines (mechanical, electrical, materials) to tackle projects in modeling the reliability of new products and technologies in the real-world. As a successful candidate, you will leverage your experience in big data analytics to wrangle test and field data. You will create data pipelines and build interactive visualizations to support cross-functional teams and drive key decisions related to Tesla’s vehicle products.
What You’ll Do
Access and rapidly execute analyses of large datasets through developing customized code and scripting in Python or other programming languages.
Own the construction and management of data workflows and aggregations to support reporting on live data connections.
What You’ll Bring",3.6,"Tesla
3.6","Fremont, CA",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD)
432,"Manager, CRM Data Science Analytics",$2L (Employer Est.),"Job ID: 225743
Location Name: FSC REMOTE SF/NY/DC -173(USA_0173)
Address: FSC, Remote, CA 94105, United States (US)
Job Type: Full Time
Position Type: Regular
Job Function: Information Technology
Remote Eligible:Yes

Company Overview:
At Sephora we inspire our customers, empower our teams, and help them become the best versions of themselves. We create an environment where people are valued, and differences are celebrated. Every day, our teams across the world bring to life our purpose: to expand the way the world sees beauty by empowering the Extra Ordinary in each of us. We are united by a common goal - to .",3.6,"Sephora
3.6","San Francisco, CA",10000+ Employees,1969,Company - Private,Beauty & Personal Accessories Stores,Retail & Wholesale,$2 to $5 billion (USD)
433,Data Science Admissions Specialist (Part-time),$18.00 Per hour (Employer Est.),"What is Pathrise?
Pathrise (YC W18) connects job seekers across North America to world class industry mentorship and career coaching to help them land a new career. The program is free upfront and our customers pay us back when they’re hired.

Built around aligned incentives, we help build equity in the job search process by providing 1-on-1 mentorship, training, and a platform to uplift job seekers and ultimately, help them fulfill their hopes, ambitions, and livelihoods. We’ve already helped more than a thousand fellows land meaningful jobs, and helped them earn over $100M in salary.

In 2022 we raised our Series B and there is even more exciting growth on the horizon. That year we expanded from 6 to 14 industries, launched a tiered pricing system with differentiated product offerings, and much more.

Our Mission",4.7,"Pathrise
4.7",Remote,51 to 200 Employees,2017,Company - Private,Education Support & Training Services,Education,$1 to $5 million (USD)
434,"Associate Engineer, Data Science",Easy Apply,"Company Description

We're Nagarro.

We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences that inspire, excite, and delight. We work at scale — across all devices and digital mediums, and our people exist everywhere in the world (18,000+ experts across 33 countries, to be exact). Our work culture is dynamic and non-hierarchical. We're looking for great new colleagues. That's where you come in!

Job Description

You have begun to prove your worth in our industry! How has the experience been so far? We hope it has been rewarding. At Nagarro, we want to take the word “hope” out of that sentence. At Nagarro, if you are ready to take the next step, we are ready to take you to the next level. Want to work with the coolest tech, the brightest minds, and be able to solve the most challenging problems, then look no further.

Additional Information

Click here to access the application privacy notice",4.2,"Nagarro
4.2",Remote,10000+ Employees,1996,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD)
435,Senior Data Scientist I - Molecular Data Science,$1L - $2L (Employer Est.),"About the Department
The Protein Engineering department is part of Novo Nordisk’s Computational Drug Design (CDD) area where we apply and develop state-of-the-art capabilities in structure-based modelling and AI/ML approaches for drug design. Scientists within CDD collaborate seamlessly with teams across the globe to invent better molecules faster. With an unbiased approach to drug modalities, in-house access to the newest screening techniques, and world-class experimentation, we have a wealth of opportunities to impact our pipeline and ultimately save and improve patient lives. We work in multidisciplinary, highly collaborative discovery teams both locally and across Novo Nordisk’s global network to invent novel medicines by applying advanced computational techniques and developing innovative computational methods. We also engage in external collaborations to ensure access to cutting edge research and technology.
The Protein Engineering team is focusing on the design of biopharmaceutical proteins such as protein minibinder and protein replacement therapies, using Molecular Modelling and Machine Learning approaches. We collaborate closely with our experimental colleagues in early research to improve and accelerate the design of new drug candidates. With a team of scientists located in Denmark, United States and potentially also United Kingdom, we strive to deliver the latest advancements in protein therapeutics to benefit patient health and global medicine.",4.3,"Novo Nordisk
4.3","Lexington, MA",10000+ Employees,1923,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
436,"Junior Software Engineer, Data Science",$1L - $2L (Glassdoor Est.),"LockerDome is an ad platform with a brain, designed specifically for performance-based advertising. The brain behind the platform is Neo, an in-house AI, which uses machine learning to process billions of data points and make intelligent decisions at lightning speed. Learn more at lockerdome.com.
As a Junior Data Scientist on the Engineering & Product team, you will help design data models that enable decision making at scale.
Your skills should include:
Strong data cleaning skills
In-depth knowledge of statistics and calculus
Experience with R, MATLAB, or other statistics heavy language
Experience with TensorFlow or similar framework is a plus",3.8,"LockerDome, Inc.
3.8","Saint Louis, MO",51 to 200 Employees,2008,Company - Private,Internet & Web Services,Information Technology,$25 to $50 million (USD)
437,Data Scientist (1:2),$80T - $1L (Glassdoor Est.),"Job Description

As a Data Scientist at PRGX, you will be a contributing member of the technical team configuring and transforming complex data to solve our client’s challenges with the content published through PRGX’s subscription solution. The Data Scientist should be able to individually solve problems of high complexity while assisting/guiding other technical team members through their experience in problem resolution. They should be able to understand the business problem to be solved and should be skilled at extracting, transforming, and analyzing data using a variety of common analytical tools. The Data Scientist should be able to present findings in a compelling manner to business and non-technical audience. The position requires a team player that seeks to supplement their skills through the use of project experience, self-study, and ongoing training.

Required Qualifications:",3.7,"PRGX Global, Inc
3.7","Atlanta, GA",1001 to 5000 Employees,1996,Company - Public,Accounting & Tax,Finance,$25 to $50 million (USD)
438,Vice President Data and Analytics,$1L - $2L (Glassdoor Est.),"Hi, we’re Gravie, and we are building the health plan of the future. For the past few decades, the health insurance industry has evolved to serve the needs of employers, insurance companies, brokers, and (sometimes) doctors and hospitals. The needs of the consumer, however, have largely been left out of the equation. We’re changing that. We are rebuilding the entire health insurance stack, with the consumer as the central focus. Our goal is to create a health plan that people can love.
A Little More About Us:
We know healthcare. Our company was founded and is still led by industry veterans who have started and grown several market-leading companies in the space.
We are quickly becoming one of the fastest growing health benefits companies in the country. We have received numerous awards and accolades, including Inc. Magazine Best in Business Gold Medal award in 2021, and JMP Securities Top 50 Private Companies in Insurtech in 2022.
We have raised money from top tier investors who share the same long-term vision as we do of building an industry defining company that will endure over the long run. We are well capitalized.",3.3,"Gravie
3.3","Minneapolis, MN",201 to 500 Employees,2013,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
439,Data Engineer I (R-14521) (copy),$52T - $81T (Glassdoor Est.),"Why We Work at Dun & Bradstreet
Dun & Bradstreet unlocks the power of data through analytics, creating a better tomorrow. Each day, we are finding new ways to strengthen our award-winning culture and accelerate creativity, innovation and growth. Our 6,000+ global team members are passionate about what we do. We are dedicated to helping clients turn uncertainty into confidence, risk into opportunity and potential into prosperity. Bold and diverse thinkers are always welcome. Come join us!

The Data Engineer I will work with the senior data engineers to build and maintain applications that are responsible for the ingestion of data into the Dun and Bradstreet Contact Pipeline.

The Data Engineer I will work on analyzing performance/throughput blockers of the applications and will work with other team members to remove the bottlenecks in the applications.

The Data Engineer I will also work with creating metrics from the ingestion applications to help determine the areas that need work in terms of performance and/or throughput.",3.9,"Dun & Bradstreet
3.9","Jacksonville, FL",5001 to 10000 Employees,1841,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD)
440,Data Science Engineer,$1L (Employer Est.),"Garner's mission is to transform the healthcare economy, delivering high quality and affordable care for all. By helping employers restructure their healthcare benefit to provide clear incentives and data-driven insights, we direct employees to higher quality and lower cost healthcare providers. The result is that patients get better health outcomes while doctors are rewarded for practicing well, not performing more procedures. We are backed by top-tier venture capital firms, are growing rapidly and looking to expand our team.
We're looking for a Data Science Engineer to join our team. This individual will help us improve our proprietary algorithms that rank individual doctor quality. These algorithms are a key component of the company's product that significantly decreases healthcare costs while improving clinical outcomes. We're looking for someone with a strong track record in building and deploying complex analytics.
Garner is headquartered in NYC. This role can be hybrid or remote.
Responsibilities will include:",3.5,"Garner Health
3.5","New York, NY",51 to 200 Employees,2019,Company - Private,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable
